source,target,weight
NL,AM,1.0
NL,AT,268.0
NL,AU,8.0
NL,BA,12.0
NL,BE,677.0
NL,BG,22.0
NL,BT,1.0
NL,CA,8.0
NL,CN,7.0
NL,CU,1.0
NL,CY,22.0
NL,CZ,101.0
NL,DE,1817.0
NL,DK,523.0
NL,EE,39.0
NL,EG,4.0
NL,EL,101.0
NL,ES,775.0
NL,FI,325.0
NL,FR,520.0
NL,GE,2.0
NL,HR,32.0
NL,HU,86.0
NL,ID,25.0
NL,IE,153.0
NL,IL,20.0
NL,IN,1.0
NL,IR,1.0
NL,IS,43.0
NL,IT,750.0
NL,JP,5.0
NL,KZ,1.0
NL,LB,2.0
NL,LT,57.0
NL,LU,18.0
NL,LV,32.0
NL,MA,4.0
NL,MD,2.0
NL,MK,4.0
NL,MT,37.0
NL,NO,461.0
NL,NZ,1.0
NL,PE,1.0
NL,PL,92.0
NL,PS,1.0
NL,PT,340.0
NL,RO,44.0
NL,RS,7.0
NL,RU,35.0
NL,SE,869.0
NL,SI,34.0
NL,SK,9.0
NL,SN,4.0
NL,TR,80.0
NL,TZ,5.0
NL,UA,9.0
NL,UK,1428.0
NL,US,1.0
NL,UZ,3.0
NL,VN,4.0
NL,XK,13.0
NO,AL,7.0
NO,AT,231.0
NO,AU,3.0
NO,BA,1.0
NO,BE,206.0
NO,BG,3.0
NO,BO,1.0
NO,BY,1.0
NO,CA,6.0
NO,CN,3.0
NO,CU,5.0
NO,CY,7.0
NO,CZ,96.0
NO,DE,691.0
NO,DK,436.0
NO,EE,20.0
NO,EG,2.0
NO,EL,34.0
NO,ES,481.0
NO,ET,4.0
NO,FI,67.0
NO,FR,666.0
NO,GE,4.0
NO,GH,1.0
NO,HR,10.0
NO,HU,62.0
NO,ID,2.0
NO,IE,50.0
NO,IL,1.0
NO,IN,1.0
NO,IS,57.0
NO,IT,646.0
NO,JP,3.0
NO,KR,2.0
NO,KZ,1.0
NO,LK,4.0
NO,LT,27.0
NO,LU,1.0
NO,LV,15.0
NO,MT,5.0
NO,MX,1.0
NO,NL,420.0
NO,NP,4.0
NO,PL,61.0
NO,PS,7.0
NO,PT,305.0
NO,RO,13.0
NO,RS,7.0
NO,RU,13.0
NO,SE,263.0
NO,SI,33.0
NO,SK,18.0
NO,TH,1.0
NO,TN,1.0
NO,TR,18.0
NO,TW,1.0
NO,TZ,2.0
NO,UA,9.0
NO,UG,2.0
NO,UK,446.0
NO,US,4.0
NO,XK,1.0
NO,ZA,1.0
NP,AT,1.0
NP,BG,1.0
NP,DE,10.0
NP,EE,2.0
NP,EL,1.0
NP,ES,5.0
NP,FI,9.0
NP,HU,3.0
NP,IE,1.0
NP,IT,36.0
NP,NO,11.0
NP,PL,4.0
NP,PT,7.0
NP,RO,1.0
NP,SK,3.0
NP,TR,3.0
NZ,AT,3.0
NZ,DE,4.0
NZ,ES,1.0
NZ,FR,2.0
NZ,HU,1.0
NZ,PL,2.0
NZ,SI,1.0
NZ,TR,1.0
PA,LV,1.0
PA,PL,2.0
PE,BE,4.0
PE,CZ,1.0
PE,ES,9.0
PE,FR,2.0
PE,PL,3.0
PE,RO,3.0
PG,ES,5.0
PG,PL,1.0
PH,AT,1.0
PH,BE,5.0
PH,DE,7.0
PH,ES,9.0
PH,FI,5.0
PH,HU,1.0
PH,LV,6.0
PH,MK,1.0
PH,PL,1.0
PH,PT,2.0
PH,RO,7.0
PH,TR,3.0
PK,AT,1.0
PK,CY,5.0
PK,DE,14.0
PK,ES,17.0
PK,FR,7.0
PK,IT,1.0
PK,PT,1.0
PK,TR,3.0
PK,UK,5.0
PL,AL,24.0
PL,AM,8.0
PL,AR,2.0
PL,AT,828.0
PL,AU,8.0
PL,AZ,15.0
PL,BA,25.0
PL,BD,1.0
PL,BE,846.0
PL,BG,430.0
PL,BR,8.0
PL,BT,6.0
PL,BY,29.0
PL,CA,10.0
PL,CL,2.0
PL,CM,2.0
PL,CN,25.0
PL,CO,1.0
PL,CU,1.0
PL,CY,215.0
PL,CZ,2126.0
PL,DE,4797.0
PL,DK,298.0
PL,DZ,6.0
PL,EC,1.0
PL,EE,156.0
PL,EG,31.0
PL,EL,1051.0
PL,ES,6021.0
PL,ET,4.0
PL,FI,416.0
PL,FR,2388.0
PL,GA,1.0
PL,GE,53.0
PL,GT,1.0
PL,HK,4.0
PL,HR,916.0
PL,HU,693.0
PL,ID,14.0
PL,IE,310.0
PL,IL,81.0
PL,IN,11.0
PL,IR,3.0
PL,IS,83.0
PL,IT,4968.0
PL,JO,15.0
PL,JP,14.0
PL,KE,4.0
PL,KG,6.0
PL,KH,1.0
PL,KR,9.0
PL,KZ,36.0
PL,LB,3.0
PL,LI,7.0
PL,LT,457.0
PL,LU,93.0
PL,LV,293.0
PL,MA,43.0
PL,MD,6.0
PL,ME,10.0
PL,MG,1.0
PL,MK,39.0
PL,MM,2.0
PL,MN,2.0
PL,MT,270.0
PL,MX,4.0
PL,MY,4.0
PL,NE,1.0
PL,NL,872.0
PL,NO,502.0
PL,NP,5.0
PL,NZ,1.0
PL,PE,2.0
PL,PG,1.0
PL,PS,2.0
PL,PT,3835.0
PL,RO,403.0
PL,RS,147.0
PL,RU,141.0
PL,SE,426.0
PL,SG,2.0
PL,SI,567.0
PL,SK,1174.0
PL,SN,1.0
PL,SR,1.0
PL,SV,3.0
PL,TH,4.0
PL,TN,7.0
PL,TR,720.0
PL,TW,13.0
PL,UA,132.0
PL,UK,1437.0
PL,US,41.0
PL,UZ,4.0
PL,VN,23.0
PL,XK,13.0
PL,ZA,15.0
PS,AT,5.0
PS,BE,12.0
PS,CY,2.0
PS,CZ,2.0
PS,DE,16.0
PS,EE,5.0
PS,ES,9.0
PS,FI,7.0
PS,FR,27.0
PS,IE,1.0
PS,IS,8.0
PS,IT,92.0
PS,NO,4.0
PS,PL,8.0
PS,PT,7.0
PS,RO,1.0
PS,SE,8.0
PS,SK,1.0
PS,TR,2.0
PS,UK,29.0
PT,AL,9.0
PT,AM,11.0
PT,AT,282.0
PT,AU,6.0
PT,BA,10.0
PT,BE,666.0
PT,BG,74.0
PT,BR,2.0
PT,BY,3.0
PT,CA,8.0
PT,CL,2.0
PT,CN,3.0
PT,CO,9.0
PT,CU,1.0
PT,CY,10.0
PT,CZ,759.0
PT,DE,1275.0
PT,DK,263.0
PT,DZ,5.0
PT,EE,61.0
PT,EG,3.0
PT,EL,185.0
PT,ES,2502.0
PT,FI,280.0
PT,FR,988.0
PT,GE,9.0
PT,HR,171.0
PT,HU,355.0
PT,ID,1.0
PT,IE,162.0
PT,IL,6.0
PT,IN,17.0
PT,IQ,1.0
PT,IS,10.0
PT,IT,2444.0
PT,JO,13.0
PT,JP,6.0
PT,KH,8.0
PT,KR,3.0
PT,LA,1.0
PT,LB,2.0
PT,LT,143.0
PT,LU,33.0
PT,LV,57.0
PT,MA,14.0
PT,ME,11.0
PT,MK,5.0
PT,MN,2.0
PT,MO,4.0
PT,MT,34.0
PT,MX,1.0
PT,MY,3.0
PT,MZ,4.0
PT,NL,792.0
PT,NO,198.0
PT,PE,1.0
PT,PH,1.0
PT,PL,1040.0
PT,PS,3.0
PT,RO,256.0
PT,RS,19.0
PT,RU,30.0
PT,SE,287.0
PT,SI,342.0
PT,SK,167.0
PT,TH,6.0
PT,TL,3.0
PT,TN,4.0
PT,TR,44.0
PT,TW,1.0
PT,UA,8.0
PT,UK,577.0
PT,US,21.0
PT,UZ,2.0
PT,VN,4.0
PT,XK,6.0
PT,ZA,4.0
PY,DE,2.0
PY,IT,1.0
PY,LV,1.0
PY,PT,2.0
RO,AL,13.0
RO,AM,3.0
RO,AR,2.0
RO,AT,249.0
RO,AZ,2.0
RO,BA,8.0
RO,BE,302.0
RO,BG,86.0
RO,BR,9.0
RO,BY,1.0
RO,CA,11.0
RO,CH,1.0
RO,CL,11.0
RO,CM,3.0
RO,CN,24.0
RO,CU,5.0
RO,CY,130.0
RO,CZ,184.0
RO,DE,695.0
RO,DK,38.0
RO,DZ,2.0
RO,EC,1.0
RO,EE,13.0
RO,EG,14.0
RO,EL,450.0
RO,ES,1158.0
RO,FI,40.0
RO,FR,1125.0
RO,GE,6.0
RO,HN,1.0
RO,HR,78.0
RO,HU,888.0
RO,IE,28.0
RO,IL,28.0
RO,IN,2.0
RO,IR,12.0
RO,IS,26.0
RO,IT,944.0
RO,JP,11.0
RO,KE,1.0
RO,KH,2.0
RO,KR,1.0
RO,KZ,3.0
RO,LI,6.0
RO,LT,47.0
RO,LU,4.0
RO,LV,20.0
RO,MA,16.0
RO,MD,26.0
RO,ME,2.0
RO,MK,10.0
RO,MN,1.0
RO,MT,40.0
RO,MX,4.0
RO,MY,3.0
RO,NL,146.0
RO,NO,56.0
RO,NP,1.0
RO,PE,2.0
RO,PH,2.0
RO,PL,529.0
RO,PS,1.0
RO,PT,774.0
RO,RS,37.0
RO,RU,54.0
RO,SE,26.0
RO,SI,55.0
RO,SK,178.0
RO,TG,1.0
RO,TH,3.0
RO,TN,10.0
RO,TR,270.0
RO,TW,1.0
RO,UA,4.0
RO,UG,2.0
RO,UK,161.0
RO,US,22.0
RO,UZ,4.0
RO,VN,7.0
RO,ZA,5.0
RS,AT,50.0
RS,BE,8.0
RS,BG,49.0
RS,CY,15.0
RS,CZ,38.0
RS,DE,239.0
RS,EE,14.0
RS,EL,25.0
RS,ES,101.0
RS,FI,36.0
RS,FR,137.0
RS,HR,21.0
RS,HU,61.0
RS,IE,4.0
RS,IS,4.0
RS,IT,210.0
RS,LI,2.0
RS,LT,23.0
RS,LV,11.0
RS,MK,2.0
RS,NL,22.0
RS,NO,16.0
RS,PL,212.0
RS,PT,28.0
RS,RO,64.0
RS,SE,18.0
RS,SI,14.0
RS,SK,69.0
RS,TR,4.0
RS,UK,7.0
RU,AT,102.0
RU,BE,57.0
RU,BG,25.0
RU,CY,15.0
RU,CZ,45.0
RU,DE,393.0
RU,DK,17.0
RU,EE,39.0
RU,EL,41.0
RU,ES,177.0
RU,FI,38.0
RU,FR,277.0
RU,HR,40.0
RU,HU,61.0
RU,IE,12.0
RU,IT,273.0
RU,LI,5.0
RU,LT,31.0
RU,LU,5.0
RU,LV,25.0
RU,NL,65.0
RU,NO,40.0
RU,PL,224.0
RU,PT,88.0
RU,RO,57.0
RU,SE,67.0
RU,SI,30.0
RU,SK,59.0
RU,TR,23.0
RU,UK,72.0
RW,BE,1.0
RW,DE,6.0
RW,IT,2.0
SC,ES,2.0
SD,BG,1.0
SD,DE,2.0
SD,ES,1.0
SD,IT,2.0
SD,TR,19.0
SE,AL,10.0
SE,AR,1.0
SE,AT,348.0
SE,AU,3.0
SE,BA,7.0
SE,BE,347.0
SE,BG,9.0
SE,BO,1.0
SE,BR,6.0
SE,BT,3.0
SE,CA,9.0
SE,CL,4.0
SE,CN,4.0
SE,CO,2.0
SE,CU,1.0
SE,CY,15.0
SE,CZ,161.0
SE,DE,1172.0
SE,DK,261.0
SE,DZ,2.0
SE,EE,55.0
SE,EG,4.0
SE,EL,79.0
SE,ES,662.0
SE,FI,215.0
SE,FR,934.0
SE,GE,18.0
SE,GH,1.0
SE,HR,24.0
SE,HU,78.0
SE,ID,3.0
SE,IE,150.0
SE,IL,2.0
SE,IN,3.0
SE,IR,2.0
SE,IS,62.0
SE,IT,707.0
SE,JM,1.0
SE,JO,2.0
SE,KH,2.0
SE,KZ,3.0
SE,LB,6.0
SE,LI,4.0
SE,LK,2.0
SE,LT,35.0
SE,LU,11.0
SE,LV,21.0
SE,MA,5.0
SE,MK,2.0
SE,MM,2.0
SE,MT,19.0
SE,MX,2.0
SE,MY,3.0
SE,NL,834.0
SE,NO,242.0
SE,NZ,3.0
SE,PL,102.0
SE,PS,2.0
SE,PT,299.0
SE,RO,18.0
SE,RS,4.0
SE,RU,35.0
SE,SG,2.0
SE,SI,17.0
SE,SK,16.0
SE,SO,1.0
SE,TH,3.0
SE,TN,4.0
SE,TR,50.0
SE,TW,4.0
SE,TZ,3.0
SE,UA,25.0
SE,UG,4.0
SE,UK,664.0
SE,US,10.0
SE,UZ,4.0
SE,VN,2.0
SE,ZA,3.0
SE,ZW,1.0
SG,EL,4.0
SG,ES,2.0
SG,NL,1.0
SG,PL,2.0
SG,UK,1.0
SI,AR,2.0
SI,AT,595.0
SI,AU,4.0
SI,AZ,1.0
SI,BA,4.0
SI,BE,169.0
SI,BG,10.0
SI,BR,2.0
SI,BY,2.0
SI,CA,2.0
SI,CN,5.0
SI,CY,14.0
SI,CZ,313.0
SI,DE,738.0
SI,DK,85.0
SI,EE,37.0
SI,EL,25.0
SI,ES,428.0
SI,FI,102.0
SI,FR,234.0
SI,HK,1.0
SI,HR,191.0
SI,HU,58.0
SI,IE,74.0
SI,IN,2.0
SI,IS,18.0
SI,IT,245.0
SI,KR,3.0
SI,KZ,3.0
SI,LB,5.0
SI,LI,1.0
SI,LT,49.0
SI,LU,2.0
SI,LV,10.0
SI,MA,5.0
SI,ME,2.0
SI,MK,18.0
SI,MT,27.0
SI,MY,1.0
SI,NE,1.0
SI,NL,209.0
SI,NO,85.0
SI,PL,175.0
SI,PT,370.0
SI,RO,16.0
SI,RS,16.0
SI,RU,17.0
SI,SE,87.0
SI,SK,81.0
SI,TH,3.0
SI,TN,1.0
SI,TR,36.0
SI,UA,4.0
SI,UK,214.0
SI,US,1.0
SI,XK,3.0
SI,ZA,2.0
SK,AL,2.0
SK,AM,2.0
SK,AR,1.0
SK,AT,433.0
SK,AZ,2.0
SK,BA,11.0
SK,BE,199.0
SK,BG,68.0
SK,BR,3.0
SK,BY,3.0
SK,CN,7.0
SK,CY,27.0
SK,CZ,3075.0
SK,DE,727.0
SK,DK,38.0
SK,EE,106.0
SK,EG,1.0
SK,EL,136.0
SK,ES,817.0
SK,FI,210.0
SK,FR,312.0
SK,GE,3.0
SK,HR,199.0
SK,HU,418.0
SK,ID,5.0
SK,IE,65.0
SK,IL,6.0
SK,IN,3.0
SK,IQ,4.0
SK,IS,32.0
SK,IT,543.0
SK,JO,3.0
SK,JP,8.0
SK,KE,1.0
SK,KG,1.0
SK,KZ,4.0
SK,LI,1.0
SK,LK,2.0
SK,LT,170.0
SK,LU,1.0
SK,LV,127.0
SK,MA,2.0
SK,MD,6.0
SK,ME,9.0
SK,MK,23.0
SK,MT,56.0
SK,MU,8.0
SK,MX,3.0
SK,MY,2.0
SK,NL,141.0
SK,NO,97.0
SK,NP,2.0
SK,PL,1036.0
SK,PS,2.0
SK,PT,639.0
SK,RO,68.0
SK,RS,50.0
SK,RU,29.0
SK,SE,40.0
SK,SI,301.0
SK,TH,2.0
SK,TR,95.0
SK,UA,19.0
SK,UK,231.0
SK,US,4.0
SK,XK,3.0
SK,ZA,1.0
SN,DE,1.0
SN,ES,6.0
SN,FR,7.0
SN,IT,8.0
SN,LU,2.0
SN,NL,7.0
SN,PL,1.0
SN,PT,1.0
SV,ES,1.0
SV,IT,7.0
SV,LT,1.0
SV,PL,4.0
SY,AT,3.0
SY,DE,10.0
SY,ES,8.0
SY,HU,4.0
SY,IT,28.0
SY,PT,2.0
SY,SK,8.0
TH,AT,3.0
TH,BE,3.0
TH,CY,1.0
TH,CZ,1.0
TH,DE,41.0
TH,DK,1.0
TH,EL,2.0
TH,ES,2.0
TH,FR,18.0
TH,HU,9.0
TH,IE,1.0
TH,IT,7.0
TH,LT,5.0
TH,LU,3.0
TH,NO,4.0
TH,PL,14.0
TH,PT,4.0
TH,RO,5.0
TH,SE,1.0
TH,SI,1.0
TH,SK,2.0
TH,TR,1.0
TH,UK,3.0
TJ,AT,4.0
TJ,CZ,1.0
TJ,DE,2.0
TJ,EL,1.0
TJ,ES,5.0
TJ,IT,19.0
TJ,PL,3.0
TJ,SK,4.0
TJ,TR,2.0
TM,AT,2.0
TN,BE,22.0
TN,BG,26.0
TN,CZ,1.0
TN,DE,159.0
TN,EL,9.0
TN,ES,79.0
TN,FR,465.0
TN,HU,10.0
TN,IE,1.0
TN,IS,2.0
TN,IT,254.0
TN,LT,3.0
TN,LV,13.0
TN,PL,57.0
TN,PT,31.0
TN,RO,14.0
TN,SE,33.0
TN,TR,17.0
TR,AL,9.0
TR,AM,1.0
TR,AT,140.0
TR,AU,2.0
TR,AZ,12.0
TR,BA,13.0
TR,BE,139.0
TR,BG,42.0
TR,BR,1.0
TR,CM,2.0
TR,CN,5.0
TR,CU,1.0
TR,CZ,365.0
TR,DE,1316.0
TR,DK,42.0
TR,DZ,7.0
TR,EE,31.0
TR,EL,84.0
TR,ES,357.0
TR,FI,57.0
TR,FR,221.0
TR,GE,7.0
TR,HK,1.0
TR,HR,31.0
TR,HU,193.0
TR,ID,2.0
TR,IE,20.0
TR,IL,3.0
TR,IT,660.0
TR,JO,1.0
TR,JP,5.0
TR,KR,1.0
TR,LB,8.0
TR,LT,146.0
TR,LU,1.0
TR,LV,54.0
TR,MA,11.0
TR,MD,1.0
TR,ME,1.0
TR,MK,13.0
TR,MN,1.0
TR,MT,19.0
TR,MY,6.0
TR,NL,191.0
TR,NO,15.0
TR,NP,2.0
TR,PH,1.0
TR,PK,1.0
TR,PL,1050.0
TR,PT,300.0
TR,RO,159.0
TR,RS,1.0
TR,RU,12.0
TR,SD,2.0
TR,SE,92.0
TR,SG,2.0
TR,SI,66.0
TR,SK,37.0
TR,TN,5.0
TR,TW,2.0
TR,UA,13.0
TR,UK,218.0
TR,US,6.0
TR,XK,7.0
TR,ZA,1.0
TT,AT,4.0
TT,FR,2.0
TW,AT,3.0
TW,BE,2.0
TW,CZ,7.0
TW,DE,11.0
TW,EE,1.0
TW,ES,4.0
TW,FR,6.0
TW,HU,2.0
TW,IT,9.0
TW,LT,2.0
TW,NO,3.0
TW,PL,25.0
TW,RO,2.0
TW,SE,4.0
TW,SK,2.0
TW,TR,1.0
TW,UK,2.0
TZ,BE,6.0
TZ,DE,15.0
TZ,FI,2.0
TZ,IT,2.0
TZ,LI,1.0
TZ,NL,2.0
TZ,NO,2.0
TZ,SE,3.0
TZ,SK,4.0
UA,AT,32.0
UA,BE,49.0
UA,BG,24.0
UA,CY,11.0
UA,CZ,98.0
UA,DE,386.0
UA,DK,2.0
UA,EE,17.0
UA,EL,25.0
UA,ES,104.0
UA,FI,22.0
UA,FR,392.0
UA,HR,46.0
UA,HU,59.0
UA,IE,1.0
UA,IT,169.0
UA,LT,19.0
UA,LU,17.0
UA,LV,26.0
UA,MT,2.0
UA,NL,41.0
UA,NO,76.0
UA,PL,294.0
UA,PT,13.0
UA,RO,24.0
UA,SE,65.0
UA,SI,13.0
UA,SK,63.0
UA,TR,24.0
UA,UK,104.0
UG,AT,6.0
UG,DE,8.0
UG,EL,1.0
UG,IS,4.0
UG,IT,11.0
UG,NO,5.0
UG,RO,2.0
UG,SE,10.0
UG,UK,3.0
UK,AL,4.0
UK,AM,4.0
UK,AR,1.0
UK,AT,107.0
UK,AZ,1.0
UK,BA,4.0
UK,BD,2.0
UK,BE,130.0
UK,BG,24.0
UK,BR,11.0
UK,BW,1.0
UK,BY,2.0
UK,CL,4.0
UK,CN,15.0
UK,CO,1.0
UK,CU,2.0
UK,CY,43.0
UK,CZ,181.0
UK,DE,582.0
UK,DK,122.0
UK,EE,46.0
UK,EG,5.0
UK,EL,146.0
UK,ES,526.0
UK,FI,97.0
UK,FR,798.0
UK,GE,14.0
UK,HK,3.0
UK,HR,15.0
UK,HU,162.0
UK,ID,1.0
UK,IE,98.0
UK,IL,12.0
UK,IN,13.0
UK,IS,22.0
UK,IT,470.0
UK,JO,3.0
UK,KZ,7.0
UK,LB,2.0
UK,LI,2.0
UK,LK,3.0
UK,LT,27.0
UK,LU,7.0
UK,LV,9.0
UK,MD,1.0
UK,ME,8.0
UK,MK,1.0
UK,MT,53.0
UK,MU,1.0
UK,MW,2.0
UK,MX,1.0
UK,MY,12.0
UK,NG,1.0
UK,NL,341.0
UK,NO,94.0
UK,PE,4.0
UK,PK,1.0
UK,PL,104.0
UK,PS,3.0
UK,PT,108.0
UK,RO,26.0
UK,RS,6.0
UK,RU,40.0
UK,RW,1.0
UK,SE,141.0
UK,SI,21.0
UK,SK,25.0
UK,TH,2.0
UK,TJ,2.0
UK,TR,36.0
UK,TW,2.0
UK,UA,28.0
UK,UG,3.0
UK,US,4.0
UK,UZ,4.0
UK,XK,7.0
UK,ZA,1.0
US,AT,5.0
US,BE,1.0
US,BG,7.0
US,CY,1.0
US,CZ,6.0
US,DE,34.0
US,EE,9.0
US,EL,15.0
US,ES,12.0
US,FI,1.0
US,FR,29.0
US,HR,3.0
US,HU,24.0
US,IE,3.0
US,IT,28.0
US,LI,3.0
US,LT,14.0
US,LU,1.0
US,LV,4.0
US,NL,2.0
US,NO,8.0
US,PL,50.0
US,PT,3.0
US,RO,16.0
US,SE,3.0
US,SI,1.0
US,SK,3.0
US,TR,3.0
US,UK,3.0
UY,AT,1.0
UY,ES,1.0
UY,FR,8.0
UY,PL,1.0
UY,TR,1.0
UY,UK,2.0
UZ,AT,2.0
UZ,BE,1.0
UZ,CZ,1.0
UZ,DE,25.0
UZ,EE,1.0
UZ,EL,2.0
UZ,ES,6.0
UZ,FR,12.0
UZ,HR,6.0
UZ,HU,1.0
UZ,IT,63.0
UZ,NL,3.0
UZ,PL,9.0
UZ,PT,8.0
UZ,RO,5.0
UZ,SE,2.0
UZ,SI,2.0
UZ,SK,9.0
UZ,UK,8.0
VE,FR,11.0
VN,BE,32.0
VN,BG,8.0
VN,CZ,7.0
VN,DE,56.0
VN,ES,10.0
VN,FI,1.0
VN,FR,103.0
VN,HU,7.0
VN,IT,99.0
VN,LI,1.0
VN,LT,2.0
VN,LU,2.0
VN,NL,10.0
VN,PL,38.0
VN,PT,13.0
VN,RO,5.0
VN,SE,2.0
XK,AT,21.0
XK,BE,4.0
XK,BG,2.0
XK,CZ,5.0
XK,DE,96.0
XK,EE,2.0
XK,FI,6.0
XK,FR,13.0
XK,HR,7.0
XK,HU,3.0
XK,IE,1.0
XK,IS,2.0
XK,IT,29.0
XK,LT,3.0
XK,LV,16.0
XK,NL,29.0
XK,NO,6.0
XK,PL,29.0
XK,RO,2.0
XK,SE,8.0
XK,SI,2.0
XK,SK,1.0
XK,TR,21.0
XK,UK,12.0
ZA,AT,2.0
ZA,BE,14.0
ZA,CY,3.0
ZA,CZ,4.0
ZA,DE,43.0
ZA,DK,1.0
ZA,EE,1.0
ZA,EL,1.0
ZA,ES,23.0
ZA,FI,5.0
ZA,FR,38.0
ZA,HR,2.0
ZA,HU,5.0
ZA,IE,5.0
ZA,IT,35.0
ZA,LV,4.0
ZA,NL,11.0
ZA,NO,6.0
ZA,PL,20.0
ZA,PT,8.0
ZA,RO,5.0
ZA,SE,8.0
ZA,SI,2.0
ZA,SK,3.0
ZA,TR,1.0
ZA,UK,1.0
ZM,ES,1.0
ZM,UK,1.0
ZW,SE,5.0
